date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2010-05-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,130,58.56
2010-05-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7.62,3.43
2010-05-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,6.62,2.98
2010-05-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,120,54.05
2010-05-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5.25,2.36
2010-05-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.08,1.84
2010-05-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,98,44.14
2010-05-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,9,4.05
2010-05-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,178,80.18
2010-05-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.62,2.08
2010-05-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,125,56.31
2010-05-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7,3.15
2010-05-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,4.5,2.03
2010-05-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6.25,2.82
2010-05-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,96,43.24
2010-05-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5.4,2.43
2010-05-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.66,1.65
2010-05-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3.4,1.53
2010-05-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5,2.25
2010-05-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4,1.8
2010-06-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6,2.6
2010-06-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,133,57.58
2010-06-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.25,1.84
2010-06-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,109,47.19
2010-06-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,8,3.46
2010-06-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,6,2.6
2010-06-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,5.5,2.38
2010-06-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,115,49.78
2010-06-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.33,1.87
2010-06-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,157.5,68.18
2010-06-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,126.5,54.76
2010-06-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,116.5,50.43
2010-06-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,224.5,97.19
2010-06-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,4.75,2.06
2010-06-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,138.5,59.96
2010-06-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,155,67.1
2010-06-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.03,1.74
2010-06-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,139,60.17
2010-06-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,9,3.9
2010-06-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,173,74.89
2010-06-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.5,1.95
2010-06-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7,3.03
2010-06-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,5.75,2.49
2010-06-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4,1.73
2010-06-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3.23,1.4
2010-06-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,103,44.59
2010-06-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.38,1.46
2010-06-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3.38,1.46
2010-06-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6,2.6
2010-06-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4,1.73
2010-07-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6,2.62
2010-07-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.5,1.97
2010-07-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,133,58.08
2010-07-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,8.12,3.55
2010-07-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,6,2.62
2010-07-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,5.5,2.4
2010-07-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,151,65.94
2010-07-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,122,53.28
2010-07-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,4,1.75
2010-07-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,160,69.87
2010-07-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,123,53.71
2010-07-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,103,44.98
2010-07-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,220,96.07
2010-07-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,4.75,2.07
2010-07-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,190,82.97
2010-07-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.03,1.76
2010-07-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,130,56.77
2010-07-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,144,62.88
2010-07-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,100,43.67
2010-07-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,9,3.93
2010-07-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,173,75.55
2010-07-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.5,1.97
2010-07-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7.12,3.11
2010-07-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,6.12,2.67
2010-07-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,5,2.18
2010-07-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7,3.06
2010-07-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,180,78.6
2010-07-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4,1.75
2010-07-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3,1.31
2010-07-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,110,48.03
2010-07-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5.45,2.38
2010-07-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.33,1.45
2010-07-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6,2.62
2010-07-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.5,1.97
2010-08-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6,2.53
2010-08-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,123,51.9
2010-08-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,105.3,44.43
2010-08-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,6,2.53
2010-08-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,151.42,63.89
2010-08-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,115.2,48.61
2010-08-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5,2.11
2010-08-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.56,1.93
2010-08-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3.88,1.64
2010-08-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,96.3,40.63
2010-08-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,111.5,47.05
2010-08-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7.5,3.16
2010-08-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,6.12,2.58
2010-08-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,136,57.38
2010-08-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,171.5,72.36
2010-08-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5.42,2.29
2010-08-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,166,70.04
2010-08-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.95,1.67
2010-08-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,119,50.21
2010-08-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,91.8,38.73
2010-08-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.5,1.9
2010-08-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7.88,3.32
2010-08-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,6.5,2.74
2010-08-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,5,2.11
2010-08-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.88,1.64
2010-08-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5.4,2.28
2010-08-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.2,1.35
2010-08-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,2.83,1.19
2010-08-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.5,1.9
2010-09-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6,2.53
2010-09-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,120.6,50.89
2010-09-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.5,1.9
2010-09-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,78.3,33.04
2010-09-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,5.5,2.32
2010-09-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,5.5,2.32
2010-09-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,168.3,71.01
2010-09-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,101.7,42.91
2010-09-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5,2.11
2010-09-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4.12,1.74
2010-09-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3.5,1.48
2010-09-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,144,60.76
2010-09-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,120,50.63
2010-09-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6.28,2.65
2010-09-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,144,60.76
2010-09-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,5.2,2.19
2010-09-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3.12,1.32
2010-09-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5.25,2.22
2010-09-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,165.6,69.87
2010-09-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.5,1.48
2010-09-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,109.8,46.33
2010-09-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,135,56.96
2010-09-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,103.5,43.67
2010-09-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,10,4.22
2010-09-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,193.5,81.65
2010-09-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7.5,3.16
2010-09-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,5,2.11
2010-09-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,7,2.95
2010-09-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.12,1.32
2010-09-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,2.88,1.21
2010-09-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3,1.27
2010-09-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.75,1.58
2010-10-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,6,2.53
2010-10-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,90,37.97
2010-10-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,4,1.69
2010-10-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,70.2,29.62
2010-10-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,8,3.38
2010-10-15,Eastern Darfur,Ed Daein,Eddein,1027,11.43,26.15,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4,1.69
2010-10-15,Gedaref,Al Gedaref Rural,El Gedarif,2580,14.04,35.38,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,155,65.4
2010-10-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5.12,2.16
2010-10-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.5,1.48
2010-10-15,Kassala,Kassala,Kassala,1031,15.46,36.4,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3.12,1.32
2010-10-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,165.6,69.87
2010-10-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,92.7,39.11
2010-10-15,Khartoum,Jebal Aulya,Khartoum,2588,15.51,32.54,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,110,46.41
2010-10-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,5,2.11
2010-10-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,137.7,58.1
2010-10-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,5.75,2.43
2010-10-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,108,45.57
2010-10-15,North Darfur,El Fasher,Al Fashir,1025,13.63,25.35,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,150,63.29
2010-10-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,151.2,63.8
2010-10-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,2.88,1.21
2010-10-15,North Kordofan,Shiekan,El Obeid,1029,13.19,30.22,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,85.5,36.08
2010-10-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,108,45.57
2010-10-15,Northern,Dongola,Dongola,2577,19.17,30.47,cereals and tubers,Wheat,84,90 KG,actual,Wholesale,SDG,119.7,50.51
2010-10-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,145.8,61.52
2010-10-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,4,1.69
2010-10-15,Red Sea,Port Sudan,Port Sudan,1034,19.62,37.22,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,115.2,48.61
2010-10-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,5,2.11
2010-10-15,South Darfur,Nyala,Nyala,1033,12.05,24.88,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,4.75,2
2010-10-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.25,1.37
2010-10-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (food aid),249,3 KG,actual,Retail,SDG,3,1.27
2010-10-15,South Kordofan,Kadugli,Kadugli,1030,11.02,29.72,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,SDG,63,26.58
2010-10-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,4.45,1.88
2010-10-15,West Darfur,El Geneina,El Geneina,1028,13.45,22.45,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,2.66,1.12
2010-10-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Millet,73,3.5 KG,actual,Retail,SDG,4.25,1.79
2010-10-15,White Nile,Kosti,Kosti,1032,13.17,32.67,cereals and tubers,Sorghum,65,3 KG,actual,Retail,SDG,3.12,1.32
2010-11-15,Blue Nile,Damazin,Damazin,1026,11.79,34.36,cereals and tubers,Millet,73,90 KG,actual,Wholesale,SDG,89,37.55
